GIRL STUDENT	 You work with your hands, don't you? An enigmatic smile.    Now, from that -- A nice working class part of town. Nothing fancy here but there's a pleasant feel. The streets are clean, the houses neat and well tended. Luther, carrying his sketchbook, walks along. It's afternoon now. Up ahead is a local bar: RED'S. Luther walks in. Nothing fancy here. Strictly working class. And relatively empty. An overweight bald man Luther's age works behind the bar. This is RED. They are good enough friends not to ask each other questions.	LUTHER	 (as they nod to each other) Redhead.	RED	 Luther. (as Luther hands him a videotape) Your life would be a whole lot simpler if you could learn to operate a V.C.R.	LUTHER	 My only failing. As he turns -- A street of   small row houses. Clean, well tended. Luther walks   toward one. Later in the afternoon. He carries half   a dozen small shopping bags, from the market, the   hardware store, the drug store, the cleaners.	Absolute-Power
COLLIN	 (still the smile) I got his license number. Now on that -- Russell -- back in the bedroom, with Burton and Collin who are moving around constantly, checking the place out. Things are just amazingly tense.	RUSSELL	 (close to losing it) Gee, guys, maybe it was the bogeyman -- don't forget to check under the bed -- (exploding) -- You may have buried us! --	COLLIN	 -- relax, I got his license number, remember? --	RUSSELL	 (whirling on him) -- you think he's going to just sit around waiting for us? -- Asshole --	Absolute-Power
COLLIN	 -- relax, I got his license number, remember? --	RUSSELL	 (whirling on him) -- you think he's going to just sit around waiting for us? -- Asshole --	COLLIN	 -- take it easy, Miss Russell --			Absolute-Power
BURTON	 Oh boy... Burton and Collin with a crowbar, working at the mirror. The MIRROR; there is a TEAR and a POP and it swings open. All three going inside, looking around.    The chair, the looted shelves. The truth thuds home. Russell turns, looks out at the bedroom through the door.	RUSSELL	 (dead) A two-way mirror. Silently, they move out into the bedroom.	COLLIN	 -- I better get cracking on that license number --	RUSSELL	 (no anger now) -- it's all we've got -- and he's got the letter opener -- blood, fingerprints -- Jesus, think what he can do --	Absolute-Power
COLLIN	 -- I better get cracking on that license number --	RUSSELL	 (no anger now) -- it's all we've got -- and he's got the letter opener -- blood, fingerprints -- Jesus, think what he can do --	BURTON	 (a powerful man who speaks softly) -- the man is a thief -- a thief who witnessed a murder --			Absolute-Power
RUSSELL	 (no anger now) -- it's all we've got -- and he's got the letter opener -- blood, fingerprints -- Jesus, think what he can do --	BURTON	 (a powerful man who speaks softly) -- the man is a thief -- a thief who witnessed a murder --	BURTON (CONT'D)	 (gesturing around) -- it looks like he stole a whole bunch of money -- I'll tell you what he's going to do. (beat) He's going to run like hell. And on that -- The saddest eyes you ever saw. It's the next morning and Luther is back at the same old stand, looking at El Greco. The other art students are there too. So are the suburban housewives. Everything is as it was -- calm and peaceful -- -- now a museum guard moves into the doorway, scanning the room. Luther -- a quick glance over, then back to his sketchbook -- and from that glance it's clear all is not calm and peaceful. The guard checks the room again. Edgy, Luther still works away. The guard leaves. Luther gets set to do the same. Red, alone in his empty bar, sipping coffee.    It's before the place has opened for the day. Luther comes in the back.    Red slides the videocassette over, Luther pockets it.			Absolute-Power
BURTON (CONT'D)	 (gesturing around) -- it looks like he stole a whole bunch of money -- I'll tell you what he's going to do. (beat) He's going to run like hell. And on that -- The saddest eyes you ever saw. It's the next morning and Luther is back at the same old stand, looking at El Greco. The other art students are there too. So are the suburban housewives. Everything is as it was -- calm and peaceful -- -- now a museum guard moves into the doorway, scanning the room. Luther -- a quick glance over, then back to his sketchbook -- and from that glance it's clear all is not calm and peaceful. The guard checks the room again. Edgy, Luther still works away. The guard leaves. Luther gets set to do the same. Red, alone in his empty bar, sipping coffee.    It's before the place has opened for the day. Luther comes in the back.    Red slides the videocassette over, Luther pockets it.	RED	 Jordan beat us at the buzzer.	LUTHER	 Bad night. And as he turns, goes --			Absolute-Power
KATE	 About?	LUTHER	 Believe it or not, the weather. (as she waits) Nights are starting to get cold.	KATE	 That happens this time of year. Luther speaks quickly now, his voice low.	LUTHER	 I was thinking of maybe relocating. Someplace with a kinder climate. (nothing shows on her face) I just wanted to check it out with you first... (still nothing) ... you're the only family I've got. And on that -- Kate speaks quickly now, her voice low.	Absolute-Power
KATE	 That happens this time of year. Luther speaks quickly now, his voice low.	LUTHER	 I was thinking of maybe relocating. Someplace with a kinder climate. (nothing shows on her face) I just wanted to check it out with you first... (still nothing) ... you're the only family I've got. And on that -- Kate speaks quickly now, her voice low.	KATE	 Luther, you don't have me. The last words in this world he wanted to hear, but you can't tell from his face.	LUTHER	 Kate --	Absolute-Power
LUTHER	 This move -- I'm talking permanent, you understand.	KATE	 We don't see each other anyway -- we haven't seen each other since Mom died and that's a year. (a step toward him) Look, you chose your life. You had that right. You were never around for me. Fine. But I have no plans to be around for you. And now she stops, turns away toward the path -- -- Luther can say nothing, watches her -- -- then she spins back --	KATE	 (louder now) -- wait a minute -- you're lying about something, aren't you? --	LUTHER	 -- no --	Absolute-Power
LUTHER	 -- no -- Kate moves in close now --	KATE	 -- I don't believe you -- (big) -- Christ, Father, what have you done? And on those words -- Christy Sullivan's body. We're back in the master bedroom but now there is a lot of police activity -- people work around the corpse. The place is covered with black fingerprint powder. SETH FRANK moves into the room -- Bogart at 40. Chief Homicide Detective of Middleton County, Virginia but he had a decade of top work in New York City. Bright, funny, and tough enough for anything you want to throw at him. He kneels beside the body next to an older man. This is the MEDICAL EXAMINER, fat and bored. Seth studies Christy; sadly shakes his head.	SETH	 Christy Sullivan?	MEDICAL EXAMINER	 (nods) Wife of Walter -- most likely came home and stumbled onto a burglary --	Absolute-Power
SETH	 Christy Sullivan?	MEDICAL EXAMINER	 (nods) Wife of Walter -- most likely came home and stumbled onto a burglary --	WOMAN (O.S.)	 -- some burglary. LAURA SIMON. Laura is early 30s, and the best lab technician Seth has ever known, and he knew some good ones in New York.	LAURA SIMON	 I wish my carpets were this clean. And I can't find a single decent                        * fingerprint.	Absolute-Power
SETH	 You serious, Laura?	LAURA SIMON	 (bewildered) It's like Mary Poppins was here.	SETH	 Could someone have let him in?	LAURA SIMON	 Sorry, Seth, but the entire Sullivan household went to Barbados two days ago.	Absolute-Power
LAURA SIMON	 Looks like someone sat here -- but I couldn't find any prints. (lowering her voice -- indicating the one-way mirror) You think Sullivan holed up in the chair and watched his wife perform?	SETH	 I hope not -- (shakes his head) -- he's such a great man. He moves back into the bedroom. Another cop is working on the wall by the bed table where a hole the size and shape of a bullet is visible.	SETH	 (as he moves past) Careful digging that out. The cop nods.	MEDICAL EXAMINER	 Looks like he tried to strangle her.	Absolute-Power
LAURA SIMON	 Maybe he couldn't remember if he fucked her.	SETH	 (has to laugh) A strong burglar with a weak mind -- obviously another open and shut case... As he stares around, baffled. A high rise. It's in a different part of Washington than we've seen thus far. Afternoon now. An old salesman type is trudging into the building. He's slumped, carries heavy salesman type suitcases. He wears a battered hat. As he goes inside -- The salesman is opening a mail slot with the name "Hawthorne" on the outside. A good bit of mail, most of it unsolicited. Hawthorne pockets it, unlocks the foyer, heads toward the elevator. The elevator and Hawthorne slowly getting out, heading toward a corner apartment, taking out some keys -- -- there are three locks on the door... he takes out keys -- Hawthorne walks in, puts the suitcases down, flings his hat toward a long sofa -- -- it's Luther and this, we will come to learn, is what he keeps as his safe house. It's neatly furnished, modern and clean. Now he moves quickly -- -- first he opens a suitcase -- it contains his full backpack from the robbery -- -- then he opens a locked closet door, revealing a very large and sophisticated safe. As he begins to work the dial -- -- the TV ON in the living room as he slides the video cassette Red gave him into his machine. Everything has been put away. The TV as Michael Jordan is introduced to the crowd -- Luther sits, nurses a beer, watches intently... An old man silently weeping. This is WALTER SULLIVAN, one of the giants of the era.    A self-made billionaire. Remarkably, the man has few enemies. At 80, his body may be betraying him -- he was once handsome -- but his mind is that of a young man. We've seen him before -- in the wedding picture on the wall of his mansion. With his young bride Christy. He is with her again now, at the morgue. A sheet covers her body. The toe tag is visible. Walter, shattered and desolate, stares at her once joyous face. PULL BACK to reveal -- Seth Frank, studying Walter THROUGH a two way mirror. Seth is moved at depth of the old man's grief. Anyone would be. Walter slowly rises -- SANDY LORD waiting in an anteroom as Walter enters... Sandy Lord is Walter Sullivan's lawyer.     He is 60, abrasive, powerful. Sandy moves to Walter, gestures toward the front door. Seth appears through another door, intercepts them.					Absolute-Power
SETH	 Mr. Sullivan? -- I'm Seth Frank, senior homicide detective for Middleton County --	SANDY LORD	 (protectively) -- my client is in no mood for conversation, sir.	WALTER SULLIVAN	 It's all right, Sandy -- (looks at Seth) -- you're in charge of the case?	SETH	 (nods) I have to ask some questions, but it can be tomorrow.	Absolute-Power
SANDY LORD	 (protectively) -- my client is in no mood for conversation, sir.	WALTER SULLIVAN	 It's all right, Sandy -- (looks at Seth) -- you're in charge of the case?	SETH	 (nods) I have to ask some questions, but it can be tomorrow.	WALTER SULLIVAN	 You want what, positive identification? Yes, that was my wife. Anything else?	Absolute-Power
WALTER SULLIVAN	 It's all right, Sandy -- (looks at Seth) -- you're in charge of the case?	SETH	 (nods) I have to ask some questions, but it can be tomorrow.	WALTER SULLIVAN	 You want what, positive identification? Yes, that was my wife. Anything else?	SETH	 (notebook in hand) You'd been in Barbados for two days?	Absolute-Power
WALTER SULLIVAN	 You want what, positive identification? Yes, that was my wife. Anything else?	SETH	 (notebook in hand) You'd been in Barbados for two days?	WALTER SULLIVAN	 (nods) I took the entire staff down -- always do this time of year.	SETH	 But Mrs. Sullivan didn't come.	Absolute-Power
SETH	 (notebook in hand) You'd been in Barbados for two days?	WALTER SULLIVAN	 (nods) I took the entire staff down -- always do this time of year.	SETH	 But Mrs. Sullivan didn't come.	WALTER SULLIVAN	 She was, had it all planned, but you know women, they change their minds.	Absolute-Power
WALTER SULLIVAN (CONT'D)	 (to Seth, softly) I'd been married to my Rebecca for forty-seven years and when she died, I decided I never wanted that pain again. One thing I knew about Christy: she was going to outlive me.	SANDY LORD	 I think that's enough for today. Takes Walter's arm.	SETH	 (beat) I have to ask about the vault. And on that -- Walter.     Holds to Sandy for a moment, then lets go.			Absolute-Power
SANDY LORD	 I think that's enough for today. Takes Walter's arm.	SETH	 (beat) I have to ask about the vault. And on that -- Walter.     Holds to Sandy for a moment, then lets go.	WALTER SULLIVAN	 You mean the contents of the vault of course -- (turns to Sandy) -- Sandy, you go on, I'm all right. (as Sandy looks at him a moment) Really. Go to the reception -- obviously I can't make it, but I'm sure everyone will understand. Sandy nods, exits.    Seth and Walter are alone. Beat.   Then --	WALTER SULLIVAN	 I know it's not the contents -- (as Seth embarrassed, stands there) You mean the chair. You have to ask about the chair.	Absolute-Power
SETH	 (beat) I have to ask about the vault. And on that -- Walter.     Holds to Sandy for a moment, then lets go.	WALTER SULLIVAN	 You mean the contents of the vault of course -- (turns to Sandy) -- Sandy, you go on, I'm all right. (as Sandy looks at him a moment) Really. Go to the reception -- obviously I can't make it, but I'm sure everyone will understand. Sandy nods, exits.    Seth and Walter are alone. Beat.   Then --	WALTER SULLIVAN	 I know it's not the contents -- (as Seth embarrassed, stands there) You mean the chair. You have to ask about the chair.	SETH	 (soft) Yessir, I do.	Absolute-Power
WALTER SULLIVAN	 I know it's not the contents -- (as Seth embarrassed, stands there) You mean the chair. You have to ask about the chair.	SETH	 (soft) Yessir, I do.	WALTER SULLIVAN	 But why?   Are they connected?	SETH	 I think someone sat in it -- and I think that someone may have been involved in the murder. (beat) You were my father's hero, Mr. Sullivan, I promise you this won't make my highlight reel. Humiliated.	Absolute-Power
WALTER SULLIVAN	 But why?   Are they connected?	SETH	 I think someone sat in it -- and I think that someone may have been involved in the murder. (beat) You were my father's hero, Mr. Sullivan, I promise you this won't make my highlight reel. Humiliated.	WALTER SULLIVAN	 I'd hoped I could satisfy her... but you know... she had needs and she didn't want to go behind my back... she suggested the chair... she hoped I might get to like sitting there... (beat) ... I didn't... (takes a breath) I've tried for eighty years to live a decent life. I've given a billion dollars to charity. If this comes to trial, none of that will be remembered -- I'll just go out as the joke of the world. Seth.   He closes his notebook.	SETH	 I understand, sir; I'll do what I can.	Absolute-Power
SETH	 I think someone sat in it -- and I think that someone may have been involved in the murder. (beat) You were my father's hero, Mr. Sullivan, I promise you this won't make my highlight reel. Humiliated.	WALTER SULLIVAN	 I'd hoped I could satisfy her... but you know... she had needs and she didn't want to go behind my back... she suggested the chair... she hoped I might get to like sitting there... (beat) ... I didn't... (takes a breath) I've tried for eighty years to live a decent life. I've given a billion dollars to charity. If this comes to trial, none of that will be remembered -- I'll just go out as the joke of the world. Seth.   He closes his notebook.	SETH	 I understand, sir; I'll do what I can.	WALTER SULLIVAN	 (beat) Will you listen to me whine? Please forgive me, Mr. Frank. Just do your job. (beat) And I'll do mine. Walter slowly moves to the door.    Seth watches him. Sadly... A gorgeous SHOT of a very famous place.    The sun is setting. It all looks magical.	Absolute-Power
SETH	 I understand, sir; I'll do what I can.	WALTER SULLIVAN	 (beat) Will you listen to me whine? Please forgive me, Mr. Frank. Just do your job. (beat) And I'll do mine. Walter slowly moves to the door.    Seth watches him. Sadly... A gorgeous SHOT of a very famous place.    The sun is setting. It all looks magical. A room filled with well-dressed men and women. Formal attire. The  rich and the famous. But the only one we recognize is Sandy Lord, deep in conversation with several other men. Now, someone says his name.	MAN (O.S.)	 Sandy. (as Sandy turns) Is there anything I can do?			Absolute-Power
SANDY LORD	 Mr. President, he's touched at your concern.	RICHMOND	 Any news of the killer? (as Sandy indicates "no") Well, why isn't there? Who's in charge of the case?	SANDY LORD	 Top man -- eight years homicide work in New York. But I understand how you feel -- it's hard to be patient.	RICHMOND	 (terribly upset) No one understands how I feel -- I'm supposed to have all this power but I can't help my oldest friend -- you know and I know that more than any man alive Walter Sullivan put me here -- and now when he most needs me, he must feel abandoned. On fire --	Absolute-Power
SANDY LORD	 Top man -- eight years homicide work in New York. But I understand how you feel -- it's hard to be patient.	RICHMOND	 (terribly upset) No one understands how I feel -- I'm supposed to have all this power but I can't help my oldest friend -- you know and I know that more than any man alive Walter Sullivan put me here -- and now when he most needs me, he must feel abandoned. On fire --	RICHMOND	 -- I'll hold a press conference -- and I'll have Walter come -- and I will embrace him before the world. Sandy.   Listening.    Moved.	SANDY LORD	 He'll treasure that, Mr. President. What a generous gesture. Thank you. Thank you. And he reaches out, shakes Richmond's hand, squeezes Richmond's arm and -- Richmond -- suddenly screaming in pain -- Sandy pulls back, shocked. Richmond looks embarrassed.	Absolute-Power
SANDY LORD	 He'll treasure that, Mr. President. What a generous gesture. Thank you. Thank you. And he reaches out, shakes Richmond's hand, squeezes Richmond's arm and -- Richmond -- suddenly screaming in pain -- Sandy pulls back, shocked. Richmond looks embarrassed.	RICHMOND	 (quick smile) Damn tennis elbow is killing me. And on that -- Richmond, immediately after, and he sure isn't smiling now -- he storms toward the Oval Office, Russell, Burton and Collin hurrying to keep up. Burton opens the door for them, closes it once they're inside.	RICHMOND	 (throws off his jacket, turns on Russell) This thing's worse, Gloria. I need to see a doctor.			Absolute-Power
RUSSELL	 The country would have to be informed, Mr. President.	RICHMOND	 What happened to my right to privacy? (rolls up his sleeve, studies his cut) I think she nicked a tendon.	RUSSELL	 Burton says it's a flesh wound --	RICHMOND	 (to Burton) -- when did you become such an expert, Bill? -- Ever been wounded? --	Absolute-Power
RUSSELL	 Burton says it's a flesh wound --	RICHMOND	 (to Burton) -- when did you become such an expert, Bill? -- Ever been wounded? --	BURTON	 (quietly) Yes, sir. Many times. The fireplace.   Richmond goes to it, rubs his arm, stares at the flames.	RUSSELL	 Are you serious about that press conference, Alan?	Absolute-Power
RICHMOND	 (to Burton) -- when did you become such an expert, Bill? -- Ever been wounded? --	BURTON	 (quietly) Yes, sir. Many times. The fireplace.   Richmond goes to it, rubs his arm, stares at the flames.	RUSSELL	 Are you serious about that press conference, Alan?	RICHMOND	 Of course I am -- Walter's been like a father to me.	Absolute-Power
RUSSELL	 We checked his license plate -- he stole the car from a police impoundment lot.	RICHMOND	 We're not dealing with a fool here. (gestures toward his jacket, as Russell helps him into it) Has he initiated contact?	RUSSELL	 Burton doesn't think he will.	RICHMOND	 I agree. (checking himself in a mirror) Sorry about my behavior -- won't happen again; think of it as a blip on the screen. And as far as I'm concerned, so is he.	Absolute-Power
RUSSELL	 Burton doesn't think he will.	RICHMOND	 I agree. (checking himself in a mirror) Sorry about my behavior -- won't happen again; think of it as a blip on the screen. And as far as I'm concerned, so is he.	RUSSELL	 He could be a little more than that, Alan -- he saw. Richmond.    Big.	RICHMOND	 He saw nothing -- a drunk woman who liked rough sex too much. And he's a burglar. Who's going to believe him? (beat) After all, it's not as if he had evidence or anything... And on those words --	Absolute-Power
RUSSELL	 He could be a little more than that, Alan -- he saw. Richmond.    Big.	RICHMOND	 He saw nothing -- a drunk woman who liked rough sex too much. And he's a burglar. Who's going to believe him? (beat) After all, it's not as if he had evidence or anything... And on those words --					Absolute-Power
VALERIE	 How many passports you need?	LUTHER	 (thinks) Four should cover it.	VALERIE	 (writes this down) Now you'll want different looks, and matching international driver's licenses -- I'll throw in some dummy credit cards, seeing it's you. How the rugs I made you holding up?	LUTHER	 They're good. Beards and mustaches, too.	Absolute-Power
LUTHER	 (thinks) Four should cover it.	VALERIE	 (writes this down) Now you'll want different looks, and matching international driver's licenses -- I'll throw in some dummy credit cards, seeing it's you. How the rugs I made you holding up?	LUTHER	 They're good. Beards and mustaches, too.	VALERIE	 (pleased) I try to give value for money. Leaving the country permanent?	Absolute-Power
LUTHER	 They're good. Beards and mustaches, too.	VALERIE	 (pleased) I try to give value for money. Leaving the country permanent?	LUTHER	 It may come to that.	VALERIE	 Matter where you've been? -- I hate doing those goddam Asian passport stamps.	Absolute-Power
VALERIE	 I never figured you for a runner -- thirty percent of my runners kill themselves within five years.	LUTHER	 (kisses her forehead) Five years doesn't sound so bad to me just now. And as he heads out -- Seth and Laura in the good-sized criminal lab.    Loaded with up-to-date equipment. Seth has drawn a picture of the crime scene. Words like            * "Bedroom Door," "Exit Window," "Vault," "Bed," "Victim" are written neatly to scale. He holds a sheaf of papers. It's late afternoon and things are already getting crazed. NOISE in the b.g. throughout.	SETH	 See if any of this makes sense. Seth mimes opening the "bedroom door," stepping inside, closing it. He makes a click with his tongue.	SETH	 I am Christy Sullivan and I walk in and surprise a burglar. Seth moves to the "vault door," mimes closing that, makes a grunt.	Absolute-Power
LAURA	 Now you're the burglar coming out of the vault and being surprised.	SETH	 Gold star. (aims his finger like a pistol) I draw my gun --	LAURA	 (cutting in) -- then why do you bother to strangle her when you could just shoot?	SETH	 That's nothing -- why do I bother to have her strip and then put her clothes back on?	Absolute-Power
SETH	 Gold star. (aims his finger like a pistol) I draw my gun --	LAURA	 (cutting in) -- then why do you bother to strangle her when you could just shoot?	SETH	 That's nothing -- why do I bother to have her strip and then put her clothes back on?	LAURA	 There I can help you -- see, before you were a burglar you were a dry cleaner and you still love beautiful clothes.	Absolute-Power
LAURA	 Maybe whoever drove her home killed her.	SETH	 You saying the burglar drove her home? (pissed) I hate this case. An open door behind them. A TELEPHONE REPAIRMAN appears. Nice looking kid with a dazzling smile.	TELEPHONE REPAIRMAN	 Lieutenant? -- sorry to bother you	--	 (as Seth turns) I've got your phone working again, shouldn't give you any more trouble.	Absolute-Power
TELEPHONE REPAIRMAN	 Lieutenant? -- sorry to bother you	--	 (as Seth turns) I've got your phone working again, shouldn't give you any more trouble.	SETH	 Good service, thanks.	TELEPHONE REPAIRMAN	 (dazzling smile as he goes) Part of the job. Seth and Laura.     Seth's lost his train of thought.   Then --	Absolute-Power
SETH	 Good service, thanks.	TELEPHONE REPAIRMAN	 (dazzling smile as he goes) Part of the job. Seth and Laura.     Seth's lost his train of thought.   Then --	SETH	 Oh yeah    -- remember that bullet hole in    the wall? Had the lab dig out the    slug -- guess what -- no slug --    why does the burglar take the time    to do that?	LAURA	 Different from the one in her body?	Absolute-Power
LAURA	 Different from the one in her body?	SETH	 (getting more and more upset) Oh I like that a lot -- two different guns means two different burglars. Two guys broke in? And they both went out the window? Bullshit. (big) And oh, by the way, why does he -- or they -- go out the window in the first place when he -- or they -- got in by breaking a zillion- dollar security system? --	COP (O.S.)	 -- Seth?	SETH	 (whirling) What?	Absolute-Power
COP (O.S.)	 -- Seth?	SETH	 (whirling) What?	COP	 (in doorway) A Bill Burton of the Secret Service in the parking lot.	SETH	 (gives papers to Laura) Here, you solve the goddam thing. (as he starts away) Did I mention that I hate this case? I really truly hate this case -- you cannot imagine how much I hate it -- Burton waits by his car as Seth walks up.	Absolute-Power
SETH	 (whirling) What?	COP	 (in doorway) A Bill Burton of the Secret Service in the parking lot.	SETH	 (gives papers to Laura) Here, you solve the goddam thing. (as he starts away) Did I mention that I hate this case? I really truly hate this case -- you cannot imagine how much I hate it -- Burton waits by his car as Seth walks up.	BURTON	 (as they shake) Bill Burton, hi --	Absolute-Power
COP	 (in doorway) A Bill Burton of the Secret Service in the parking lot.	SETH	 (gives papers to Laura) Here, you solve the goddam thing. (as he starts away) Did I mention that I hate this case? I really truly hate this case -- you cannot imagine how much I hate it -- Burton waits by his car as Seth walks up.	BURTON	 (as they shake) Bill Burton, hi --	SETH	 -- hi, Seth Frank --	Absolute-Power
SETH	 (gives papers to Laura) Here, you solve the goddam thing. (as he starts away) Did I mention that I hate this case? I really truly hate this case -- you cannot imagine how much I hate it -- Burton waits by his car as Seth walks up.	BURTON	 (as they shake) Bill Burton, hi --	SETH	 -- hi, Seth Frank --	BURTON	 -- I know you must be going crazy -- but the boss is very interested in your progress. Maybe we can help each other.	Absolute-Power
